Date,Heure,Station,Nb_validations
20191016,7,Côte-Vertu,4022
20191016,7,Côte-des-Neiges,677
20191016,7,D'Iberville,951
20191016,7,De Castelnau,531
20191016,7,De l'Église,1214
20191016,7,De la Concorde,2097
20191016,7,De la Savane,306
20191016,7,Du Collège,1034
20191016,7,Fabre,1304
20191016,7,Frontenac,1004
20191016,7,Georges-Vanier,429
20191016,7,Guy-Concordia,940
20191016,7,Henri-Bourassa,2702
20191016,7,Honoré-Beaugrand,4585
20191016,7,Jarry,1432
20191016,7,Jean-Drapeau,33
20191016,7,Jean-Talon,1353
20191016,7,Jolicoeur,1682
20191016,7,Joliette,1506
20191016,7,LaSalle,731
20191016,7,Langelier,1442
20191016,7,Laurier,1527
20191016,7,Lionel-Groulx,1504
20191016,7,Longueuil,6336
20191016,7,Lucien-L'Allier,550
20191016,7,McGill,360
20191016,7,Monk,980
20191016,7,Mont-Royal,1132
20191016,7,Montmorency,4499
20191016,7,Namur,836
20191016,7,Outremont,569
20191016,7,Papineau,799
20191016,7,Parc,1493
20191016,7,Peel,235
20191016,7,Pie-IX,1943
20191016,7,Place-Saint-Henri,929
20191016,7,Place-d'Armes,251
20191016,7,Place-des-Arts,543
20191016,7,Plamondon,2089
20191016,7,Préfontaine,839
20191016,7,Radisson,2271
20191016,7,Rosemont,908
20191016,7,Saint-Laurent,203
20191016,7,Saint-Michel,2600
20191016,7,Sauvé,2091
20191016,7,Sherbrooke,922
20191016,7,Snowdon,1683
20191016,7,Square-Victoria,583
20191016,7,Université-de-Montréal,246
20191016,7,Vendôme,3885
20191016,7,Verdun,1166
20191016,7,Viau,1412
20191016,7,Villa-Maria,1448
20191016,7,Édouard-Montpetit,197
20191016,8,Acadie,499
20191016,8,Angrignon,2952
20191016,8,Assomption,521
20191016,8,Atwater,1173
20191016,8,Beaubien,1863
20191016,8,Beaudry,394
20191016,8,Berri-UQAM,1430
20191016,8,Bonaventure,3813
20191016,8,Cadillac,1605
20191016,8,Cartier,2068
20191016,8,Champ-de-Mars,533
20191016,8,Charlevoix,1036
20191016,8,Crémazie,1598
20191016,8,Côte-Sainte-Catherine,1014
20191016,8,Côte-Vertu,3404
20191016,8,Côte-des-Neiges,909
20191016,8,D'Iberville,988
20191016,8,De Castelnau,614
20191016,8,De l'Église,1740
20191016,8,De la Concorde,1494
20191016,8,De la Savane,283
20191016,8,Du Collège,1000
20191016,8,Fabre,1461
20191016,8,Frontenac,1352
20191016,8,Georges-Vanier,586
20191016,8,Guy-Concordia,1750
20191016,8,Henri-Bourassa,2668
20191016,8,Honoré-Beaugrand,3295
20191016,8,Jarry,1856
20191016,8,Jean-Drapeau,55
20191016,8,Jean-Talon,1904
20191016,8,Jolicoeur,1533
20191016,8,Joliette,2083
20191016,8,LaSalle,953
20191016,8,Langelier,1287
20191016,8,Laurier,2331
20191016,8,Lionel-Groulx,1941
20191016,8,Longueuil,6254
20191016,8,Lucien-L'Allier,860
20191016,8,McGill,626
20191016,8,Monk,1024
20191016,8,Mont-Royal,1847
20191016,8,Montmorency,2872
20191016,8,Namur,837
20191016,8,Outremont,837
20191016,8,Papineau,1121
20191016,8,Parc,1124
20191016,8,Peel,390
20191016,8,Pie-IX,2661
20191016,8,Place-Saint-Henri,1280
20191016,8,Place-d'Armes,339
20191016,8,Place-des-Arts,875
20191016,8,Plamondon,1816
20191016,8,Préfontaine,1116
20191016,8,Radisson,1878
20191016,8,Rosemont,1596
20191016,8,Saint-Laurent,260
20191016,8,Saint-Michel,2301
20191016,8,Sauvé,2082
20191016,8,Sherbrooke,1614
20191016,8,Snowdon,2225
20191016,8,Square-Victoria,729
20191016,8,Université-de-Montréal,322
20191016,8,Vendôme,4260
20191016,8,Verdun,1368
20191016,8,Viau,1443
20191016,8,Villa-Maria,2062
20191016,8,Édouard-Montpetit,237
20191016,9,Acadie,342
20191016,9,Angrignon,1498
20191016,9,Assomption,293
20191016,9,Atwater,1009
20191016,9,Beaubien,936
20191016,9,Beaudry,232
20191016,9,Berri-UQAM,1159
20191016,9,Bonaventure,1620
20191016,9,Cadillac,657
20191016,9,Cartier,854
20191016,9,Champ-de-Mars,382
20191016,9,Charlevoix,480
20191016,9,Crémazie,776
20191016,9,Côte-Sainte-Catherine,578
20191016,9,Côte-Vertu,1984
20191016,9,Côte-des-Neiges,568
20191016,9,D'Iberville,379
20191016,9,De Castelnau,274
20191016,9,De l'Église,754
20191016,9,De la Concorde,524
20191016,9,De la Savane,146
20191016,9,Du Collège,469
20191016,9,Fabre,688
20191016,9,Frontenac,732
20191016,9,Georges-Vanier,259
20191016,9,Guy-Concordia,1261
20191016,9,Henri-Bourassa,1324
20191016,9,Honoré-Beaugrand,1402
20191016,9,Jarry,910
20191016,9,Jean-Drapeau,19
20191016,9,Jean-Talon,1002
20191016,9,Jolicoeur,645
20191016,9,Joliette,967
20191016,9,LaSalle,404
20191016,9,Langelier,634
20191016,9,Laurier,1186
20191016,9,Lionel-Groulx,1243
20191016,9,Longueuil,2301
20191016,9,Lucien-L'Allier,387
20191016,9,McGill,516
20191016,9,Monk,476
20191016,9,Mont-Royal,943
20191016,9,Montmorency,1383
20191016,9,Namur,364
20191016,9,Outremont,327
20191016,9,Papineau,697
20191016,9,Parc,535
20191016,9,Peel,373
20191016,9,Pie-IX,1149
20191016,9,Place-Saint-Henri,655
20191016,9,Place-d'Armes,390
20191016,9,Place-des-Arts,691
20191016,9,Plamondon,1120
20191016,9,Préfontaine,715
20191016,9,Radisson,885
20191016,9,Rosemont,873
20191016,9,Saint-Laurent,183
20191016,9,Saint-Michel,1223
20191016,9,Sauvé,954
20191016,9,Sherbrooke,977
20191016,9,Snowdon,1070
20191016,9,Square-Victoria,495
20191016,9,Université-de-Montréal,206
20191016,9,Vendôme,2149
20191016,9,Verdun,524
20191016,9,Viau,706
20191016,9,Villa-Maria,956
20191016,9,Édouard-Montpetit,194
20191016,10,Acadie,310
20191016,10,Angrignon,938
20191016,10,Assomption,218
20191016,10,Atwater,901
20191016,10,Beaubien,549
20191016,10,Beaudry,151
20191016,10,Berri-UQAM,1124
20191016,10,Bonaventure,816
20191016,10,Cadillac,395
20191016,10,Cartier,534
20191016,10,Champ-de-Mars,361
20191016,10,Charlevoix,268
20191016,10,Crémazie,560
20191016,10,Côte-Sainte-Catherine,345
20191016,10,Côte-Vertu,1223
20191016,10,Côte-des-Neiges,693
20191016,10,D'Iberville,257
20191016,10,De Castelnau,193
20191016,10,De l'Église,491
20191016,10,De la Concorde,199
20191016,10,De la Savane,97
20191016,10,Du Collège,362
20191016,10,Fabre,396
20191016,10,Frontenac,380
20191016,10,Georges-Vanier,156
20191016,10,Guy-Concordia,1258
20191016,10,Henri-Bourassa,1021
20191016,10,Honoré-Beaugrand,872
20191016,10,Jarry,498
20191016,10,Jean-Drapeau,33
20191016,10,Jean-Talon,703
20191016,10,Jolicoeur,371
20191016,10,Joliette,468
20191016,10,LaSalle,227
20191016,10,Langelier,388
20191016,10,Laurier,640
20191016,10,Lionel-Groulx,758
20191016,10,Longueuil,1252
20191016,10,Lucien-L'Allier,153
20191016,10,McGill,704
20191016,10,Monk,259
20191016,10,Mont-Royal,588
20191016,10,Montmorency,887
20191016,10,Namur,281
20191016,10,Outremont,245
20191016,10,Papineau,396
20191016,10,Parc,370
20191016,10,Peel,571
20191016,10,Pie-IX,661
20191016,10,Place-Saint-Henri,359
20191016,10,Place-d'Armes,406
20191016,10,Place-des-Arts,656
20191016,10,Plamondon,671
20191016,10,Préfontaine,384
20191016,10,Radisson,543
20191016,10,Rosemont,439
20191016,10,Saint-Laurent,188
20191016,10,Saint-Michel,789
20191016,10,Sauvé,621
20191016,10,Sherbrooke,674
20191016,10,Snowdon,510
20191016,10,Square-Victoria,390
20191016,10,Université-de-Montréal,591
20191016,10,Vendôme,1019
20191016,10,Verdun,283
20191016,10,Viau,448
20191016,10,Villa-Maria,474
20191016,10,Édouard-Montpetit,188
20191016,11,Acadie,247
20191016,11,Angrignon,884
20191016,11,Assomption,325
20191016,11,Atwater,1438
20191016,11,Beaubien,492
20191016,11,Beaudry,143
20191016,11,Berri-UQAM,1900
20191016,11,Bonaventure,995
20191016,11,Cadillac,545
20191016,11,Cartier,472
20191016,11,Champ-de-Mars,484
20191016,11,Charlevoix,243
20191016,11,Crémazie,590
20191016,11,Côte-Sainte-Catherine,337
20191016,11,Côte-Vertu,1215
20191016,11,Côte-des-Neiges,849
20191016,11,D'Iberville,222
20191016,11,De Castelnau,206
20191016,11,De l'Église,548
20191016,11,De la Concorde,273
20191016,11,De la Savane,113
20191016,11,Du Collège,329
20191016,11,Fabre,405
20191016,11,Frontenac,441
20191016,11,Georges-Vanier,129
20191016,11,Guy-Concordia,1826
20191016,11,Henri-Bourassa,934
20191016,11,Honoré-Beaugrand,885
20191016,11,Jarry,460
20191016,11,Jean-Drapeau,212
20191016,11,Jean-Talon,796
20191016,11,Jolicoeur,389
20191016,11,Joliette,475
20191016,11,LaSalle,233
20191016,11,Langelier,456
20191016,11,Laurier,782
20191016,11,Lionel-Groulx,952
20191016,11,Longueuil,1229
20191016,11,Lucien-L'Allier,218
20191016,11,McGill,1222
20191016,11,Monk,266
20191016,11,Mont-Royal,667
20191016,11,Montmorency,914
20191016,11,Namur,334
20191016,11,Outremont,231
20191016,11,Papineau,453
20191016,11,Parc,641
20191016,11,Peel,858
20191016,11,Pie-IX,691
20191016,11,Place-Saint-Henri,494
20191016,11,Place-d'Armes,594
20191016,11,Place-des-Arts,953
20191016,11,Plamondon,698
20191016,11,Préfontaine,400
20191016,11,Radisson,552
20191016,11,Rosemont,466
20191016,11,Saint-Laurent,230
20191016,11,Saint-Michel,749
20191016,11,Sauvé,614
20191016,11,Sherbrooke,587
20191016,11,Snowdon,652
20191016,11,Square-Victoria,560
20191016,11,Université-de-Montréal,1015
20191016,11,Vendôme,1341
20191016,11,Verdun,263
20191016,11,Viau,443
20191016,11,Villa-Maria,549
20191016,11,Édouard-Montpetit,452
20191016,12,Acadie,276
20191016,12,Angrignon,926
20191016,12,Assomption,233
20191016,12,Atwater,1510
20191016,12,Beaubien,590
20191016,12,Beaudry,199
20191016,12,Berri-UQAM,3056
20191016,12,Bonaventure,1288
20191016,12,Cadillac,595
20191016,12,Cartier,506
20191016,12,Champ-de-Mars,528
20191016,12,Charlevoix,299
20191016,12,Crémazie,762
20191016,12,Côte-Sainte-Catherine,447
20191016,12,Côte-Vertu,1413
20191016,12,Côte-des-Neiges,1101
20191016,12,D'Iberville,295
20191016,12,De Castelnau,282
20191016,12,De l'Église,562
20191016,12,De la Concorde,219
20191016,12,De la Savane,154
20191016,12,Du Collège,428
20191016,12,Fabre,482
20191016,12,Frontenac,526
20191016,12,Georges-Vanier,195
20191016,12,Guy-Concordia,1915
20191016,12,Henri-Bourassa,1084
20191016,12,Honoré-Beaugrand,808
20191016,12,Jarry,521
20191016,12,Jean-Drapeau,114
20191016,12,Jean-Talon,932
20191016,12,Jolicoeur,359
20191016,12,Joliette,494
20191016,12,LaSalle,211
20191016,12,Langelier,452
20191016,12,Laurier,768
20191016,12,Lionel-Groulx,1031
20191016,12,Longueuil,1334
20191016,12,Lucien-L'Allier,312
20191016,12,McGill,1605
20191016,12,Monk,258
20191016,12,Mont-Royal,830
20191016,12,Montmorency,964
20191016,12,Namur,367
20191016,12,Outremont,364
20191016,12,Papineau,449
20191016,12,Parc,563
20191016,12,Peel,1150
20191016,12,Pie-IX,836
20191016,12,Place-Saint-Henri,691
20191016,12,Place-d'Armes,957
20191016,12,Place-des-Arts,1672
20191016,12,Plamondon,740
20191016,12,Préfontaine,381
20191016,12,Radisson,537
20191016,12,Rosemont,570
20191016,12,Saint-Laurent,320
20191016,12,Saint-Michel,945
20191016,12,Sauvé,700
20191016,12,Sherbrooke,905
20191016,12,Snowdon,895
20191016,12,Square-Victoria,750
20191016,12,Université-de-Montréal,672
20191016,12,Vendôme,1297
20191016,12,Verdun,282
20191016,12,Viau,416
20191016,12,Villa-Maria,520
20191016,12,Édouard-Montpetit,322
20191016,13,Acadie,233
20191016,13,Angrignon,770
20191016,13,Assomption,188
20191016,13,Atwater,1766
20191016,13,Beaubien,595
20191016,13,Beaudry,197
20191016,13,Berri-UQAM,2349
20191016,13,Bonaventure,995
20191016,13,Cadillac,426
20191016,13,Cartier,424
20191016,13,Champ-de-Mars,498
20191016,13,Charlevoix,270
20191016,13,Crémazie,709
20191016,13,Côte-Sainte-Catherine,382
20191016,13,Côte-Vertu,1235
20191016,13,Côte-des-Neiges,763
20191016,13,D'Iberville,187
20191016,13,De Castelnau,236
20191016,13,De l'Église,477
20191016,13,De la Concorde,151
20191016,13,De la Savane,165
20191016,13,Du Collège,454
20191016,13,Fabre,316
20191016,13,Frontenac,475
20191016,13,Georges-Vanier,162
20191016,13,Guy-Concordia,2076
20191016,13,Henri-Bourassa,937
20191016,13,Honoré-Beaugrand,723
20191016,13,Jarry,518
20191016,13,Jean-Drapeau,394
20191016,13,Jean-Talon,931
20191016,13,Jolicoeur,367
20191016,13,Joliette,533
20191016,13,LaSalle,209
20191016,13,Langelier,436
20191016,13,Laurier,651
20191016,13,Lionel-Groulx,858
20191016,13,Longueuil,1140
20191016,13,Lucien-L'Allier,263
20191016,13,McGill,1861
20191016,13,Monk,259
20191016,13,Mont-Royal,799
20191016,13,Montmorency,684
20191016,13,Namur,394
20191016,13,Outremont,257
20191016,13,Papineau,513
20191016,13,Parc,453
20191016,13,Peel,1322
20191016,13,Pie-IX,824
20191016,13,Place-Saint-Henri,382
20191016,13,Place-d'Armes,903
20191016,13,Place-des-Arts,1097
20191016,13,Plamondon,690
20191016,13,Préfontaine,301
20191016,13,Radisson,557
20191016,13,Rosemont,525
20191016,13,Saint-Laurent,352
20191016,13,Saint-Michel,779
20191016,13,Sauvé,588
20191016,13,Sherbrooke,829
20191016,13,Snowdon,756
20191016,13,Square-Victoria,719
20191016,13,Université-de-Montréal,447
20191016,13,Vendôme,1065
20191016,13,Verdun,251
20191016,13,Viau,380
20191016,13,Villa-Maria,564
20191016,13,Édouard-Montpetit,293
20191016,14,Acadie,312
20191016,14,Angrignon,718
20191016,14,Assomption,242
20191016,14,Atwater,2207
20191016,14,Beaubien,578
20191016,14,Beaudry,193
20191016,14,Berri-UQAM,2417
20191016,14,Bonaventure,1195
20191016,14,Cadillac,420
20191016,14,Cartier,368
20191016,14,Champ-de-Mars,785
20191016,14,Charlevoix,246
20191016,14,Crémazie,787
20191016,14,Côte-Sainte-Catherine,374
20191016,14,Côte-Vertu,1311
20191016,14,Côte-des-Neiges,1018
20191016,14,D'Iberville,194
20191016,14,De Castelnau,246
20191016,14,De l'Église,525
20191016,14,De la Concorde,127
20191016,14,De la Savane,160
20191016,14,Du Collège,521
20191016,14,Fabre,334
20191016,14,Frontenac,448
20191016,14,Georges-Vanier,141
20191016,14,Guy-Concordia,2513
20191016,14,Henri-Bourassa,974
20191016,14,Honoré-Beaugrand,705
20191016,14,Jarry,495
20191016,14,Jean-Drapeau,1255
20191016,14,Jean-Talon,934
20191016,14,Jolicoeur,316
20191016,14,Joliette,366
20191016,14,LaSalle,174
20191016,14,Langelier,439
20191016,14,Laurier,597
20191016,14,Lionel-Groulx,761
20191016,14,Longueuil,859
20191016,14,Lucien-L'Allier,358
20191016,14,McGill,2212
20191016,14,Monk,229
20191016,14,Mont-Royal,755
20191016,14,Montmorency,667
20191016,14,Namur,376
20191016,14,Outremont,288
20191016,14,Papineau,459
20191016,14,Parc,535
20191016,14,Peel,1578
20191016,14,Pie-IX,757
20191016,14,Place-Saint-Henri,435
20191016,14,Place-d'Armes,1230
20191016,14,Place-des-Arts,1384
20191016,14,Plamondon,755
20191016,14,Préfontaine,303
20191016,14,Radisson,532
20191016,14,Rosemont,447
20191016,14,Saint-Laurent,389
20191016,14,Saint-Michel,766
20191016,14,Sauvé,631
20191016,14,Sherbrooke,726
20191016,14,Snowdon,738
20191016,14,Square-Victoria,865
20191016,14,Université-de-Montréal,965
20191016,14,Vendôme,1348
20191016,14,Verdun,244
20191016,14,Viau,360
20191016,14,Villa-Maria,532
20191016,14,Édouard-Montpetit,496
20191016,15,Acadie,487
20191016,15,Angrignon,1021
20191016,15,Assomption,604
20191016,15,Atwater,3148
20191016,15,Beaubien,702
20191016,15,Beaudry,300
20191016,15,Berri-UQAM,3559
20191016,15,Bonaventure,1930
20191016,15,Cadillac,534
20191016,15,Cartier,441
20191016,15,Champ-de-Mars,1727
20191016,15,Charlevoix,617
20191016,15,Crémazie,1477
20191016,15,Côte-Sainte-Catherine,683
20191016,15,Côte-Vertu,1860
20191016,15,Côte-des-Neiges,1796
20191016,15,D'Iberville,263
20191016,15,De Castelnau,395
20191016,15,De l'Église,617
20191016,15,De la Concorde,159
20191016,15,De la Savane,629
20191016,15,Du Collège,1148
20191016,15,Fabre,496
20191016,15,Frontenac,791
20191016,15,Georges-Vanier,224
20191016,15,Guy-Concordia,3118
20191016,15,Henri-Bourassa,1469
20191016,15,Honoré-Beaugrand,869
20191016,15,Jarry,868
20191016,15,Jean-Drapeau,954
20191016,15,Jean-Talon,1098
20191016,15,Jolicoeur,594
20191016,15,Joliette,501
20191016,15,LaSalle,476
20191016,15,Langelier,820
20191016,15,Laurier,1155
20191016,15,Lionel-Groulx,1098
20191016,15,Longueuil,1057
20191016,15,Lucien-L'Allier,528
20191016,15,McGill,3572
20191016,15,Monk,321
20191016,15,Mont-Royal,1003
20191016,15,Montmorency,840
20191016,15,Namur,831
20191016,15,Outremont,806
20191016,15,Papineau,641
20191016,15,Parc,755
20191016,15,Peel,2116
20191016,15,Pie-IX,1250
20191016,15,Place-Saint-Henri,1223
20191016,15,Place-d'Armes,2251
20191016,15,Place-des-Arts,2392
20191016,15,Plamondon,862
20191016,15,Préfontaine,442
20191016,15,Radisson,629
20191016,15,Rosemont,873
20191016,15,Saint-Laurent,666
20191016,15,Saint-Michel,1357
20191016,15,Sauvé,999
20191016,15,Sherbrooke,1045
20191016,15,Snowdon,1078
20191016,15,Square-Victoria,2055
20191016,15,Université-de-Montréal,2129
20191016,15,Vendôme,1953
20191016,15,Verdun,279
20191016,15,Viau,550
20191016,15,Villa-Maria,1574
20191016,15,Édouard-Montpetit,1117
20191016,16,Acadie,548
20191016,16,Angrignon,1122
20191016,16,Assomption,577
20191016,16,Atwater,3367
20191016,16,Beaubien,894
20191016,16,Beaudry,507
20191016,16,Berri-UQAM,5928
20191016,16,Bonaventure,4331
20191016,16,Cadillac,457
20191016,16,Cartier,583
20191016,16,Champ-de-Mars,2586
20191016,16,Charlevoix,643
20191016,16,Crémazie,2184
20191016,16,Côte-Sainte-Catherine,883
20191016,16,Côte-Vertu,2738
20191016,16,Côte-des-Neiges,2942
20191016,16,D'Iberville,312
20191016,16,De Castelnau,548
20191016,16,De l'Église,845
20191016,16,De la Concorde,197
20191016,16,De la Savane,617
20191016,16,Du Collège,1561
20191016,16,Fabre,509
20191016,16,Frontenac,669
20191016,16,Georges-Vanier,268
20191016,16,Guy-Concordia,3995
20191016,16,Henri-Bourassa,1553
20191016,16,Honoré-Beaugrand,1012
20191016,16,Jarry,670
20191016,16,Jean-Drapeau,258
20191016,16,Jean-Talon,1319
20191016,16,Jolicoeur,521
20191016,16,Joliette,588
20191016,16,LaSalle,290
20191016,16,Langelier,660
20191016,16,Laurier,1415
20191016,16,Lionel-Groulx,1436
20191016,16,Longueuil,1763
20191016,16,Lucien-L'Allier,1020
20191016,16,McGill,7454
20191016,16,Monk,332
20191016,16,Mont-Royal,1353
20191016,16,Montmorency,1084
20191016,16,Namur,1227
20191016,16,Outremont,789
20191016,16,Papineau,968
20191016,16,Parc,1198
20191016,16,Peel,4011
20191016,16,Pie-IX,1362
20191016,16,Place-Saint-Henri,855
20191016,16,Place-d'Armes,4369
20191016,16,Place-des-Arts,4819
20191016,16,Plamondon,1026
20191016,16,Préfontaine,967
20191016,16,Radisson,901
20191016,16,Rosemont,1153
20191016,16,Saint-Laurent,943
20191016,16,Saint-Michel,1118
20191016,16,Sauvé,1591
20191016,16,Sherbrooke,1497
20191016,16,Snowdon,1521
20191016,16,Square-Victoria,5861
20191016,16,Université-de-Montréal,2445
20191016,16,Vendôme,2388
20191016,16,Verdun,321
20191016,16,Viau,642
20191016,16,Villa-Maria,911
20191016,16,Édouard-Montpetit,796
20191016,17,Acadie,529
20191016,17,Angrignon,1047
20191016,17,Assomption,381
20191016,17,Atwater,4846
20191016,17,Beaubien,1104
20191016,17,Beaudry,510
20191016,17,Berri-UQAM,5652
20191016,17,Bonaventure,5218
20191016,17,Cadillac,459
20191016,17,Cartier,573
20191016,17,Champ-de-Mars,1778
20191016,17,Charlevoix,932
20191016,17,Crémazie,2470
20191016,17,Côte-Sainte-Catherine,679
20191016,17,Côte-Vertu,2792
20191016,17,Côte-des-Neiges,1721
20191016,17,D'Iberville,336
20191016,17,De Castelnau,727
20191016,17,De l'Église,666
20191016,17,De la Concorde,246
20191016,17,De la Savane,541
20191016,17,Du Collège,1617
20191016,17,Fabre,451
20191016,17,Frontenac,684
20191016,17,Georges-Vanier,367
20191016,17,Guy-Concordia,4496
20191016,17,Henri-Bourassa,1419
20191016,17,Honoré-Beaugrand,730
20191016,17,Jarry,697
20191016,17,Jean-Drapeau,206
20191016,17,Jean-Talon,1463
20191016,17,Jolicoeur,352
20191016,17,Joliette,591
20191016,17,LaSalle,303
20191016,17,Langelier,603
20191016,17,Laurier,1784
20191016,17,Lionel-Groulx,1497
20191016,17,Longueuil,2050
20191016,17,Lucien-L'Allier,1281
20191016,17,McGill,8430
20191016,17,Monk,343
20191016,17,Mont-Royal,1516
20191016,17,Montmorency,1000
20191016,17,Namur,1438
20191016,17,Outremont,616
20191016,17,Papineau,950
20191016,17,Parc,1100
20191016,17,Peel,5239
20191016,17,Pie-IX,1200
20191016,17,Place-Saint-Henri,1030
20191016,17,Place-d'Armes,4514
20191016,17,Place-des-Arts,4116
20191016,17,Plamondon,942
20191016,17,Préfontaine,629
20191016,17,Radisson,995
20191016,17,Rosemont,1426
20191016,17,Saint-Laurent,891
20191016,17,Saint-Michel,992
20191016,17,Sauvé,1287
20191016,17,Sherbrooke,1487
20191016,17,Snowdon,1397
20191016,17,Square-Victoria,6641
20191016,17,Université-de-Montréal,1886
20191016,17,Vendôme,1981
20191016,17,Verdun,337
20191016,17,Viau,630
20191016,17,Villa-Maria,785
20191016,17,Édouard-Montpetit,777
20191016,18,Acadie,273
20191016,18,Angrignon,550
20191016,18,Assomption,214
20191016,18,Atwater,2267
20191016,18,Beaubien,806
20191016,18,Beaudry,298
20191016,18,Berri-UQAM,3294
20191016,18,Bonaventure,2432
20191016,18,Cadillac,234
20191016,18,Cartier,282
20191016,18,Champ-de-Mars,1004
20191016,18,Charlevoix,495
20191016,18,Crémazie,1087
20191016,18,Côte-Sainte-Catherine,369
20191016,18,Côte-Vertu,1724
20191016,18,Côte-des-Neiges,1205
20191016,18,D'Iberville,242
20191016,18,De Castelnau,494
20191016,18,De l'Église,511
20191016,18,De la Concorde,129
20191016,18,De la Savane,232
20191016,18,Du Collège,797
20191016,18,Fabre,330
20191016,18,Frontenac,474
20191016,18,Georges-Vanier,236
20191016,18,Guy-Concordia,2702
20191016,18,Henri-Bourassa,842
20191016,18,Honoré-Beaugrand,411
20191016,18,Jarry,463
20191016,18,Jean-Drapeau,184
20191016,18,Jean-Talon,1081
20191016,18,Jolicoeur,207
20191016,18,Joliette,397
20191016,18,LaSalle,184
20191016,18,Langelier,325
20191016,18,Laurier,1222
20191016,18,Lionel-Groulx,1043
20191016,18,Longueuil,1043
20191016,18,Lucien-L'Allier,634
20191016,18,McGill,4380
20191016,18,Monk,194
20191016,18,Mont-Royal,1184
20191016,18,Montmorency,595
20191016,18,Namur,713
20191016,18,Outremont,318
20191016,18,Papineau,458
20191016,18,Parc,673
20191016,18,Peel,2895
20191016,18,Pie-IX,664
20191016,18,Place-Saint-Henri,642
20191016,18,Place-d'Armes,2025
20191016,18,Place-des-Arts,2183
20191016,18,Plamondon,640
20191016,18,Préfontaine,276
20191016,18,Radisson,458
20191016,18,Rosemont,749
20191016,18,Saint-Laurent,609
20191016,18,Saint-Michel,703
20191016,18,Sauvé,646
20191016,18,Sherbrooke,944
20191016,18,Snowdon,840
20191016,18,Square-Victoria,2992
20191016,18,Université-de-Montréal,1303
20191016,18,Vendôme,1232
20191016,18,Verdun,242
20191016,18,Viau,326
20191016,18,Villa-Maria,584
20191016,18,Édouard-Montpetit,790
20191016,19,Acadie,213
20191016,19,Angrignon,322
20191016,19,Assomption,119
20191016,19,Atwater,1531
20191016,19,Beaubien,473
20191016,19,Beaudry,216
20191016,19,Berri-UQAM,2505
20191016,19,Bonaventure,1277
20191016,19,Cadillac,165
20191016,19,Cartier,137
20191016,19,Champ-de-Mars,559
20191016,19,Charlevoix,209
20191016,19,Crémazie,588
20191016,19,Côte-Sainte-Catherine,236
20191016,19,Côte-Vertu,655
20191016,19,Côte-des-Neiges,902
20191016,19,D'Iberville,121
20191016,19,De Castelnau,250
20191016,19,De l'Église,311
20191016,19,De la Concorde,46
20191016,19,De la Savane,95
20191016,19,Du Collège,325
20191016,19,Fabre,184
20191016,19,Frontenac,416
20191016,19,Georges-Vanier,119
20191016,19,Guy-Concordia,2584
20191016,19,Henri-Bourassa,386
20191016,19,Honoré-Beaugrand,256
20191016,19,Jarry,357
20191016,19,Jean-Drapeau,145
20191016,19,Jean-Talon,588
20191016,19,Jolicoeur,117
20191016,19,Joliette,215
20191016,19,LaSalle,82
20191016,19,Langelier,195
20191016,19,Laurier,697
20191016,19,Lionel-Groulx,582
20191016,19,Longueuil,421
20191016,19,Lucien-L'Allier,357
20191016,19,McGill,2427
20191016,19,Monk,120
20191016,19,Mont-Royal,787
20191016,19,Montmorency,319
20191016,19,Namur,353
20191016,19,Outremont,188
20191016,19,Papineau,285
20191016,19,Parc,431
20191016,19,Peel,1831
20191016,19,Pie-IX,541
20191016,19,Place-Saint-Henri,287
20191016,19,Place-d'Armes,975
20191016,19,Place-des-Arts,1369
20191016,19,Plamondon,380
20191016,19,Préfontaine,183
20191016,19,Radisson,299
20191016,19,Rosemont,365
20191016,19,Saint-Laurent,393
20191016,19,Saint-Michel,384
20191016,19,Sauvé,367
20191016,19,Sherbrooke,618
20191016,19,Snowdon,483
20191016,19,Square-Victoria,1234
20191016,19,Université-de-Montréal,1092
20191016,19,Vendôme,720
20191016,19,Verdun,132
20191016,19,Viau,253
20191016,19,Villa-Maria,297
20191016,19,Édouard-Montpetit,448
20191016,20,Acadie,165
20191016,20,Angrignon,241
20191016,20,Assomption,126
20191016,20,Atwater,1532
20191016,20,Beaubien,400
20191016,20,Beaudry,155
20191016,20,Berri-UQAM,3202
20191016,20,Bonaventure,1095
20191016,20,Cadillac,164
20191016,20,Cartier,75
20191016,20,Champ-de-Mars,424
20191016,20,Charlevoix,205
20191016,20,Crémazie,434
20191016,20,Côte-Sainte-Catherine,168
20191016,20,Côte-Vertu,502
20191016,20,Côte-des-Neiges,719
20191016,20,D'Iberville,90
20191016,20,De Castelnau,231
20191016,20,De l'Église,219
20191016,20,De la Concorde,31
20191016,20,De la Savane,92
20191016,20,Du Collège,194
20191016,20,Fabre,140
20191016,20,Frontenac,276
20191016,20,Georges-Vanier,78
20191016,20,Guy-Concordia,2942
20191016,20,Henri-Bourassa,296
20191016,20,Honoré-Beaugrand,200
20191016,20,Jarry,259
20191016,20,Jean-Drapeau,166
20191016,20,Jean-Talon,482
20191016,20,Jolicoeur,88
20191016,20,Joliette,193
20191016,20,LaSalle,92
20191016,20,Langelier,160
20191016,20,Laurier,562
20191016,20,Lionel-Groulx,530
20191016,20,Longueuil,350
20191016,20,Lucien-L'Allier,247
20191016,20,McGill,2138
